ID,Time,IPC∑÷¿‡
PAT16464,2014,"G03F9/00, G03F7/20, H01L21/027"
PAT16465,2014,"H01L21/027, H01L21/336"
PAT16466,2014,"H01L21/027, H01L21/306"
PAT16467,2016,"C09D11/104, B41F7/24, C09D167/02, G03F7/00"
PAT16468,2016,"G01J5/02, G01J1/04, G01J1/42, G02B5/20, H05G2/00"
PAT16469,2015,"G01N33/543, C12Q1/00, G01N27/28, G01N27/327, G01N27/403, G03F7/00, G03F7/16, G03F7/20, G03F7/26"
PAT16470,2016,"G03F7/20, G03B27/42, H01S3/09, H01S4/00, H05G2/00, H05H7/04"
PAT16471,2014,"G03B27/42, G01J1/04, G01J1/26, G01J1/42, G02B1/06, G02B5/20, G02B26/02, G03B27/58, G03F7/20, G21K1/10, H01S3/00, H01S3/09, H05H7/04"
PAT16472,2014,"G03B27/72, G03F7/20"
PAT16473,2015,"G03B27/68, G03B27/52, G03F7/20"
PAT16474,2016,"G03B27/68, G01N21/47, G01N21/956, G02B21/36, G03F1/24, G03F1/84, G03F7/20, G21K7/00"
PAT16475,2015,G03F7/20
PAT16476,2016,G03F7/20
PAT16477,2017,"B60R1/06, G03B27/52, G03F7/20"
PAT16478,2016,"H01L21/76, H01L21/02, H01L21/027, H01L21/033, H01L21/225, H01L21/28, H01L21/311, H01L21/3115, H01L21/321, H01L21/3213, H01L21/324, H01L21/8234, H01L21/8238, H01L29/49, H01L29/51, H01L29/66"
PAT16479,2015,"H10N97/00, H01L21/027, H01L21/288, H01L21/3065, H01L21/308"
PAT16480,2014,"H01P1/19, H01F41/04, H01F41/14, H01F41/32, H01L21/02, H01P3/12, H10N50/01"
PAT16481,2015,"H05G2/00, G03F7/00, G03F7/20, G21K1/06"
PAT16482,2016,H05G2/00
PAT16483,2007,"G03F1/70, G03F1/32, G03F1/36, G03F1/54, G03F1/68, G03F7/20, H01L21/027"
PAT16484,2011,"H01L21/027, H01L21/66"
PAT16485,2014,"H01L21/56, H01L21/58, H01L21/60"
PAT16486,2015,"H01L21/336, H01L21/28, H01L29/78, H01L29/423"
PAT16487,2015,"H01L29/786, H01L29/10, H01L21/336"
PAT16488,2006,G03F7/20
PAT16489,2010,"G03F7/20, G01B11/00, G01N21/47, G01N21/95, G01N21/956"
PAT16490,2013,"H01L21/027, G03F1/74"
PAT16491,2013,"G03F1/54, G03F1/26, G03F1/58"
PAT16492,2012,"G03F7/11, C08F12/24, H01L21/027"
PAT16493,2014,"G03F7/42, H01L21/027"
PAT16494,2016,"G03F7/20, G02B7/198"
PAT16495,2015,"G03F7/039, C08F20/04, C08F20/26, G03F7/20"
PAT16496,2010,"G02F1/136, H01L29/786"
PAT16497,2015,"H01L21/027, G03F1/22, H01L21/3213"
PAT16498,2011,H01L23/00
PAT16499,2009,"G03F7/20, G03F9/00"
PAT16500,2013,"H01L21/331, H01L21/265"
PAT16501,2014,"H01L23/544, H01L21/66"
PAT16502,2015,"G02B13/00, G02B7/00, G01M11/02, G03F7/20"
PAT16503,2015,"G05D23/20, G03F7/20"
PAT16504,2016,"H01L31/0352, H01L31/103, H01L31/18"
PAT16505,2015,"G03G7/00, B29C59/04, B29C59/14, B41C1/10, B82Y10/00, B82Y40/00, C23C16/40, C23C16/48, C23C16/513, G03F7/00"
PAT16506,2016,"G03F1/22, G03F1/24, G03F1/72, G03F1/76, G03F1/80"
PAT16507,2014,"G03F7/16, B67D7/02, B67D7/36, B67D7/78"
PAT16508,2014,"G03F7/20, G02B5/30"
PAT16509,2016,"G03B27/42, G02B21/00, G03B27/52, G03F, G03F7/20"
PAT16510,2014,"G03F7/20, G06T5/00"
PAT16511,2017,"G03B27/52, G03B27/42, G03F7/20"
PAT16512,2015,"G03F7/20, G03B27/52, G05B19/418"
PAT16513,2016,"H01L29/06, H01L21/033, H01L21/308, H01L21/311"
PAT16514,2016,"H01L21/44, H01L21/311, H01L21/768, H01L23/528, H10B10/00"
PAT16515,2015,H05G2/00
PAT16516,2010,"G02B15/16, G02B5/20, G03F7/20"
PAT16517,2016,"C11D7/26, G03F7/40, H01L21/027"
PAT16518,2013,G03F1/36
PAT16519,2015,"G03F1/62, G03F1/70"
PAT16520,2013,"G03F1/78, G03F7/20, G06F17/50"
PAT16521,2013,G03F7/20
PAT16522,2013,G03F7/20
PAT16523,2016,G03F7/20
PAT16524,2013,"H01L27/14, H01L31/10"
PAT16525,2013,H05G2/00
PAT16526,2010,"G03F7/004, H01L21/027"
PAT16527,2014,"G03F7/20, G03F07/20, B29C33/42"
PAT16528,2008,"G03F7/20, G02B7/02"
PAT16529,2012,"G02B5/08, G02B5/09, G02B5/10, G03F7/20"
PAT16530,2016,"G03F7/20, G01B11/00"
PAT16531,2009,"G03F7/039, G03F7/004, G03F7/38, H01L21/027"
PAT16532,2013,H05G2/00
PAT16533,2013,H05G2/00
PAT16534,2010,"G03F7/32, B41C1/00"
PAT16535,2014,G03F7/20
PAT16536,2013,"G03F1/24, G03F1/38, G03F1/40, G03F1/46, H01L21/3065"
PAT16537,2016,"H01L21/027, B29C33/38, B29C59/02"
PAT16538,2014,G03F7/20
PAT16539,2013,"G03F7/20, G02B7/195, H05K7/20"
PAT16540,2013,G03F9/00
PAT16541,2014,"G03F7/20, H01L21/68"
PAT16542,2013,"C08G63/695, B82Y30/00, B82Y40/00, C23C16/56, H01L21/027"
PAT16543,2010,"G03F7/20, H01L21/027"
PAT16544,2017,G03F7/20
PAT16545,2012,H01L21/768
PAT16546,2010,"G03F7/11, H01L21/027"
PAT16547,2014,"C07D493/14, C07D307/92, C07D311/82, C07D333/76, C07D335/12, C07D493/04, C07D495/04, C07D495/14, C09D7/63, G03F7/075, G03F7/09, G03F7/11, G03F7/16, G03F7/20, G03F7/32, H01L21/311"
PAT16548,2015,"G01B9/02, G01B11/06, G01B11/25, G03F7/20"
PAT16549,2016,"G02B27/54, G02B5/09, G02B19/00, G03F7/20, G21K1/06"
PAT16550,2016,"G03F1/24, G03F1/22, G03F1/72, G03F1/80, G03F1/84"
PAT16551,2016,G03F7/20
PAT16552,2016,"G03B27/32, G03B27/44, G03B27/54, G03F7/20, H01L21/68, H02K41/02"
PAT16553,2015,"G03B27/42, G01N21/88, G01N21/95, G03F7/20"
PAT16554,2016,"G01B11/04, G01B11/00, G01N21/956, G02B7/02, G02B21/00, G02B27/09, G03B27/32, G03B27/74, G03F7/20"
PAT16555,2014,"G03B27/32, G03C5/00, G03F7/20"
PAT16556,2016,"G03B27/54, G03F7/20"
PAT16557,2016,G03F7/20
PAT16558,2012,"G03B27/52, G03F7/20"
PAT16559,2014,"H01L21/308, B81C1/00, H01L21/02, H01L21/033, H01L21/311"
PAT16560,2015,"H01L27/07, H01L21/8249, H01L27/06, H01L29/08, H01L29/10, H01L29/66, H01L29/737"
PAT16561,2016,"H01B5/00, B32B37/12, B82Y30/00, H01L27/144, H01L31/02, H01L31/0216, H01L31/0224, H01L31/0296, H01L31/0304, H01L31/0352, H01L31/18, H05K1/03, H05K1/09, H05K3/10"
PAT16562,2014,"G03F7/20, G01N21/71, G01N21/956, H01J61/34, H01J61/40, H01J65/04, H05H1/24"
PAT16563,2013,"G02B6/42, G03F7/20"
PAT16564,2014,"G03F7/20, G03F1/32"
PAT16565,2014,"G03F7/20, H01L21/67"
PAT16566,2015,H01L45/00
PAT16567,2014,"G03F9/00, H01L23/544"
PAT16568,2016,"G03F7/20, H05G2/00"
PAT16569,2016,"H01L31/107, H01L31/18"
PAT16570,2016,"H01L31/055, G02B6/122"
PAT16571,2014,"C09D153/00, C08J5/12, G03F7/00"
PAT16572,2011,"H01L21/027, G03F7/20"
PAT16573,2013,"H01L21/66, G03F7/20, H01L21/027"
PAT16574,2007,G03F7/20
PAT16575,2015,"G03F7/00, G03F7/40, H01L21/00"
PAT16576,2012,"G03F7/20, G02B5/08, G02B17/00, G02B19/00"
PAT16577,2013,"G03F7/11, C08G77/26, C08G77/28"
PAT16578,2012,"G03F7/20, H05G1/00"
PAT16579,2013,"G03F7/20, G02F1/1335, G03F9/00, H01L21/027, H01L27/14"
PAT16580,2013,G03F1/24
PAT16581,2014,"G02B5/20, G03F7/00, H01L27/146"
PAT16582,2013,G03F1/42
PAT16583,2013,"G03F7/20, G06F17/50"
PAT16584,2015,G03F7/20
PAT16585,2015,"G03F1/00, G03F7/20"
PAT16586,2016,"G03F1/70, G03F7/20, G06F17/50, H01L21/033, H01L21/311, H01L21/768"
PAT16587,2013,"G03F9/02, G02B7/09"
PAT16588,2013,"H01J37/317, G03F7/20"
PAT16589,2012,"H01L21/67, G01J3/00, H01J37/32"
PAT16590,2012,H01L21/20
PAT16591,2013,"H01L21/027, B82Y40/00, G01B15/04"
PAT16592,2015,"H02P8/32, B29C43/58, G03F7/20, G05B19/404, H01J37/20, H01J37/317"
PAT16593,2016,"C07F7/08, C07D301/00, C07D303/12, C09D163/00, G03F7/00, H01L21/3105"
PAT16594,2015,"G02B5/20, G02F1/1335, G03F7/00"
PAT16595,2013,"B29C59/02, G03F7/26"
PAT16596,2014,"G03B27/54, G02B26/08, G03B27/72, G03F7/20"
PAT16597,2015,"G03B27/54, G02B3/00, G02B5/00, G02B26/08, G02B26/10, G03F7/20"
PAT16598,2016,"G06F17/50, G03F7/20"
PAT16599,2014,"G03B27/58, G03B27/62, G03F7/20"
PAT16600,2017,"G03B27/42, G03F7/20, H01L21/027"
PAT16601,2014,"G03B27/52, G01B9/02, G03B27/42, G03B27/58, G03B27/62, G03F7/20, G03F9/00"
PAT16602,2016,"G11B5/31, C09K13/00, C23F1/02, C23F4/04, G03F7/20, G03F9/00, G11B5/84, G11B5/855"
PAT16603,2016,"H01L21/00, H01L21/027, H01L21/04, H01L21/683, H01L21/768"
PAT16604,2016,"H05G2/00, G02B7/00, H01S3/223"
PAT16605,2011,H01L21/027
PAT16606,2012,"G03F1/22, G03F1/72, G03F1/84"
PAT16607,2014,"H01L21/027, G03F7/20, H01L21/033"
PAT16608,2015,"G03F7/32, G03F7/004, G03F7/075, G03F7/30, G03F7/42"
PAT16609,2013,G03F7/20
PAT16610,2016,G03F7/20
PAT16611,2014,"H01J61/04, G03F7/20, H01J61/52"
PAT16612,2015,"G03F7/20, G03F1/36, H01L21/027"
PAT16613,2014,"G03F9/00, G03F7/20, H01L21/027"
PAT16614,2012,"H01L21/027, G03F7/20, H01J37/317"
PAT16615,2015,"H05G2/00, G03F7/20"
PAT16616,2005,"G02B17/00, G03F7/20, H01L21/027"
PAT16617,2013,"G03F7/20, G02B3/00, G02B19/00, G02B26/10"
PAT16618,2014,"G03F9/00, G01B9/02, G01B11/06, H01L21/66"
PAT16619,2015,"C23C28/00, C23C14/56, G03F1/24, G03F1/54, H01L21/027"
PAT16620,2013,"G03F7/20, G02B5/00, G02B5/18, G02B26/08, G02B27/00, G02B27/09, G02B27/28, G02B27/42"
PAT16621,2014,"G03F7/11, G03F7/20, G03F7/30, H01L21/027"
PAT16622,2013,"F16F15/02, H01L21/027, H01L21/68"
PAT16623,2013,"G03F7/20, H01J37/07, H01J37/12, H01J37/305, H01L21/027"
PAT16624,2013,"H01L21/3065, H10K99/00"
PAT16625,2016,"G01N23/227, H01L21/66"
PAT16626,2016,"H01L29/786, G02F1/1368, G09F9/00, G09F9/30, H01L21/336, H01L51/50, H05B44/00"
PAT16627,2010,"G03F7/20, H01L21/027"
PAT16628,2014,"G03F7/038, H01L21/027"
PAT16629,2015,G03F7/20
PAT16630,2016,"G02B5/18, G03F9/00"
PAT16631,2016,G03F7/20
PAT16632,2016,G03F9/00
PAT16633,2016,G03F7/20
PAT16634,2017,"G03F7/20, G03F7/00"
PAT16635,2011,"C23C14/00, B81B5/00, B81C1/00, B82Y10/00, B82Y40/00, F16C17/12, G03F7/00, G03F7/20, G03F7/40"
PAT16636,2014,"C08F2/46, C07F9/53, C08F2/50, C08G61/04, C09D4/00, G03F7/027, G03F7/029"
PAT16637,2015,"F21V9/16, F21Y113/13, F21Y115/10, H01L25/075, H01L33/50"
PAT16638,2013,"B32B3/02, G01N21/01, G01Q40/00, G01Q40/02, G03F7/00, H01J37/26"
PAT16639,2014,"G03B27/32, G02B1/14, G02B5/00, G02B5/08, G02B5/26, G02B5/28, G03F1/24, G03F1/52, G03F1/84, G03F7/20"
PAT16640,2014,"G03F1/22, G03F1/24, G03F1/38, G03F1/44, G03F1/68, G03F1/70, G03F7/20"
PAT16641,2016,"G06F17/00, G03F1/36, G03F7/20, G06F17/50"
PAT16642,2015,"G03F7/09, G03F7/00, G03F7/095"
PAT16643,2014,"G03F7/20, B81B7/00, G02B26/08"
PAT16644,2015,"G03F1/50, G03F1/70, G03F7/20"
PAT16645,2016,"G03B27/52, G03B27/42, G03F7/20, H01L21/027"
PAT16646,2017,G03F7/20
PAT16647,2015,"G03F7/20, G03F7/32"
PAT16648,2014,"G03B27/54, G01M11/02, G02B5/30, G02B27/00, G03F7/20"
PAT16649,2016,"G06K9/62, G03F7/20"
PAT16650,2014,"G03B27/58, G03F7/20"
PAT16651,2015,"G03F7/20, H01L21/67, H01L21/687"
PAT16652,2013,"C07C43/164, C07C35/38, C09D7/63, G03F7/004"
PAT16653,2017,"C07C43/164, C07C35/38, C09D7/63, G03F7/004, G03F7/09, G03F7/20, H01L21/308"
PAT16654,2016,"G01B15/00, G03F7/20"
PAT16655,2015,G03F7/00
PAT16656,2011,"G03F7/038, H01L21/027"
PAT16657,2009,"G03F7/20, G02B5/09"
PAT16658,2013,"G03F7/20, H01L21/027"
PAT16659,2014,"G03F7/20, G21K1/16, G02B27/28"
PAT16660,2014,G03F7/20
PAT16661,2014,G03F7/00
PAT16662,2015,H01L23/544
PAT16663,2013,"G03F7/20, G02B7/182, G02B26/08"
PAT16664,2014,G03F7/20
PAT16665,2014,"H01L21/331, H01L21/28"
PAT16666,2015,G03F7/20
PAT16667,2015,G03F7/20
PAT16668,2014,H01L21/027
PAT16669,2016,"G02B27/40, G02B21/00, G02B26/06, G03F1/72, G03F1/84"
PAT16670,2004,"G03F7/20, B05C11/00, G03B27/42, G03B27/52, H01L21/00, H01L21/027"
PAT16671,2015,"H01L21/66, G03F7/20, H01L21/027"
PAT16672,2015,"H01L21/027, G03F1/24, G03F7/20, H01L21/033"
PAT16673,2003,"G03F1/24, G03F7/00, G21K1/06"
PAT16674,2014,"G03F7/20, B41C1/10, G03F7/30"
PAT16675,2013,"C08F2/44, C08F2/38, G03F7/039, H01L21/027"
PAT16676,2016,"H01L21/027, B29C33/38, B29C59/02, G03F7/40"
PAT16677,2011,"G03F7/20, G02B19/00"
PAT16678,2015,G03F7/20
PAT16679,2014,G03F7/20
PAT16680,2016,"G03F7/004, C08L33/26, G03F7/028, G03F7/038, G03F7/075, G03F7/11, G03F7/32, G03F7/42"
PAT16681,2015,"G03F7/38, G03F7/16, H01L21/027"
PAT16682,2016,H01L21/335
PAT16683,2016,"H05G2/00, G03F7/20"
PAT16684,2013,"B01J19/00, B05D3/06, B81C1/00, B82Y30/00, B82Y40/00, C23C18/06, C23C18/08, G03F1/68"
PAT16685,2013,"G02B26/08, G02B7/18, G03F7/20"
PAT16686,2013,"G03F1/78, G03F1/44"
PAT16687,2016,"G03F7/207, G03F7/00, G03F7/09, G03F7/16, G03F7/20, G03F7/32"
PAT16688,2015,"G03F7/26, G03F7/00, G03F7/32, G03F7/40, H01L21/027, H01L21/033"
PAT16689,2014,"G03B27/54, G02B5/08, G02B5/09, G02B26/08, G03F7/20"
PAT16690,2015,G03F7/20
PAT16691,2016,"G03F7/20, H01L21/027, H01L21/66"
PAT16692,2014,"G03F9/00, G03F1/42"
PAT16693,2016,"H01L29/08, H01L21/768, H01L23/535, H01L29/06, H01L29/66, H01L29/78"
PAT16694,2015,"G06F17/50, G16Z99/00, H01L21/00, H01L21/302, H01L21/311, H01L21/461, H01L21/768, H01L23/00, H01L23/532"
PAT16695,2012,"H01L29/20, H01L21/02, H01L29/06, H01L33/00"
PAT16696,2016,"H05G2/00, G03F7/20"
PAT16697,2012,"H01L51/46, H01L51/00, B82Y30/00, B82Y40/00, H10K99/00"
PAT16698,2015,G03F7/20
PAT16699,2006,G03F7/38
PAT16700,2014,G03F7/20
PAT16701,2004,G03F7/20
PAT16702,2007,G03F7/20
PAT16703,2008,"G03F7/11, B41C1/10, G03F7/09"
PAT16704,2014,"G03F7/038, C08F212/02, G03F7/004, G03F7/039"
PAT16705,2010,"G01N21/88, G01B11/30, G03F1/00, G03F1/24, G03F1/84, G03F7/20, H01L21/027"
PAT16706,2016,"H05K3/28, G03F7/24, H05K1/02, H05K1/09, H05K3/00"
PAT16707,2014,G03F7/20
PAT16708,2013,"G03F1/84, G03F7/20"
PAT16709,2010,"G03F7/11, H01L21/027"
PAT16710,2013,G03F7/20
PAT16711,2013,"G03F7/20, H05G2/00"
PAT16712,2016,H01L21/67
PAT16713,2013,"G03F7/004, G03F7/038, G03F7/075"
PAT16714,2013,H01L21/331
PAT16715,2013,H01L21/027
PAT16716,2013,G03F7/20
PAT16717,2015,G03F7/20
PAT16718,2010,"H01L21/027, B65D85/86, G03F1/64"
PAT16719,2014,"G03F9/00, G03F7/20, H01L21/027"
PAT16720,2013,"B41C1/10, B41N1/08, G03F7/09"
PAT16721,2013,"B29C33/38, G03F1/70, G03F7/00"
PAT16722,2015,"G03F1/72, G03F1/36, G03F1/70, G03F1/84"
PAT16723,2013,"G03F7/20, G01C9/06, G02B7/182, H01F7/02, H01F7/20, H01H51/22, H02K41/00"
PAT16724,2013,"G03B27/52, G03B27/58, G03F7/20, H01L21/68, H02K41/02"
PAT16725,2016,"G03B27/52, G03B27/42, G03F7/20"
PAT16726,2013,"G03F7/20, G01D5/34, G01D5/38"
PAT16727,2016,"G03B27/52, G03B27/42, G03F7/20"
PAT16728,2015,"G06K9/00, G03F7/20, G06T7/00, G06T7/11"
PAT16729,2015,"H01B1/04, B32B3/00, B32B9/00, B32B9/04, B32B15/20, C23F1/02, H01L21/02, H01L21/04, H01L21/324"
PAT16730,2015,"H01L21/027, B81C1/00, B82Y40/00, G03F7/004, G03F7/40, H01L21/3065, H01L21/308"
PAT16731,2014,"H01L21/4763, H01L21/033, H01L21/311, H01L21/768, H01L23/522, H01L23/528"
PAT16732,2013,G03F7/09
PAT16733,2014,"G03F1/26, G03F01/30, G03F01/26, G03F01/46, G03F01/54"
PAT16734,2014,G03F7/20
PAT16735,2013,H05G2/00
PAT16736,2011,"G03F7/039, C08F212/02, C08F220/30, C08F220/34, G03F7/004, H01L21/027"
PAT16737,2011,G03F7/20
PAT16738,2003,"B81C1/00, B05D3/00, B32B15/00, B82B3/00, C30B25/02, H01L21/20, H01L21/205, H10N30/01, H10N30/082, H10N30/85, H10N60/01"
PAT16739,2013,"H01L21/027, B29C59/02, G03F7/20"
PAT16740,2013,"G03F7/004, C07C309/64, G03F7/039"
PAT16741,2013,"H01L21/027, B29C59/02"
PAT16742,2013,"G03F1/24, B24B37/08, B24B37/20, G03F1/60, G03F7/20"
PAT16743,2013,"G03F7/20, G02B7/198, G02B19/00"
PAT16744,2014,"H01J37/06, G03F7/20, H01J1/28, H01J3/18, H01J37/305, H01L21/027"
PAT16745,2014,"H01J37/09, G03F7/20, H01J, H01J37/145, H01J37/153, H01J37/28, H01J37/305, H01L21/027, H01L21/66"
PAT16746,2013,"H05G2/00, G03F7/20"
PAT16747,2016,"G03F7/20, G01B11/00, H01L21/68"
PAT16748,2014,H01L21/28
PAT16749,2015,"H01L21/68, H01L21/67"
PAT16750,2014,G03F7/20
PAT16751,2016,G03F7/20
PAT16752,2016,"H01J61/06, G03F7/20"
PAT16753,2014,"G03F7/20, G03F07/20"
PAT16754,2016,"H01L21/31, A01N25/00, B82Y30/00, B82Y40/00"
PAT16755,2013,"G01B11/00, G01B9/02, G01B11/14, G01B11/27, G03B27/32, G03B27/54, G03B27/74, G03F7/20, G03F9/00"
PAT16756,2015,"G06K9/00, G01J1/46, G01N21/88, G01N21/956, G03F1/84"
PAT16757,2015,"G03F1/26, G03F1/32, G03F1/50"
PAT16758,2015,"B05D3/06, C23C18/14, C23C18/16, C23C18/18, G03F1/76, G03F7/004, G03F7/16, H01L21/033, H01L21/3213"
PAT16759,2008,"B82Y10/00, B82Y40/00, G03F7/00"
PAT16760,2011,"B05C5/02, B82Y10/00, B82Y40/00, G03F7/00"
PAT16761,2016,"G03F7/039, G03F7/004, G03F7/11, G03F7/20, G03F7/32"
PAT16762,2016,"G03F7/20, G03F7/36"
PAT16763,2014,"G03B27/52, G02B5/00, G02B5/20, G02B5/22, G03F7/20, H01J5/18, H05G2/00"
PAT16764,2013,"G03F7/20, G01B11/02, H01L21/66, H01L23/544"
PAT16765,2014,"G03B27/60, G03F7/00, G03F7/20"
PAT16766,2014,"G03F1/00, G06F17/50, G03F1/36"
PAT16767,2016,"H01L21/4763, H01L21/033, H01L21/768, H01L23/522, H01L23/528, H01L23/532"
PAT16768,2014,"H01L21/308, H01L29/66"
PAT16769,2016,"H01L31/18, H01L27/144, H01L31/0232, H01L31/0352, H01L31/09"
PAT16770,2016,H01L29/872
PAT16771,2011,"B29C59/02, H01L21/027"
PAT16772,2013,G03F1/70
PAT16773,2015,"G03F7/004, C08L33/08, C08K5/00, H01L21/027"
PAT16774,2010,"G03F7/004, C08F12/24, H01L21/027"
PAT16775,2014,G03F7/20
PAT16776,2015,"G03F1/36, G03F7/20, G06F17/50"
PAT16777,2016,G03F7/20
PAT16778,2016,G03F7/20
PAT16779,2014,G03F7/20
PAT16780,2015,"G03F7/26, G03F7/004, H01L21/027"
PAT16781,2013,G03F7/20
PAT16782,2015,"G02B1/00, G02B1/10, C03B19/06, C03C3/06, C03B29/00, G03F7/20"
PAT16783,2015,"G03F7/20, G02B26/08"
PAT16784,2016,G03F7/20
PAT16785,2014,"H01L21/027, G03F7/20, H01L21/66"
PAT16786,2011,"G03F7/038, C08F12/24, C08F12/32, C08F20/30, C08F20/32, G03F7/004, H01L21/027"
PAT16787,2009,"B29C33/42, B29C33/38, B82Y10/00, B82Y40/00, G03F7/00"
PAT16788,2015,"H01L21/027, G03F7/20, H01L21/02, H01L21/3065, H01L21/67"
PAT16789,2007,G03F7/20
PAT16790,2010,"G03F7/20, B82Y10/00, B82Y40/00, G03F1/24"
PAT16791,2011,H01L31/052
PAT16792,2015,"G03F7/00, G03F7/40, H01L21/00"
PAT16793,2014,"C07F9/576, C09K3/00, G03F7/004, G03F7/038, G03F7/039"
PAT16794,2015,"G03F7/038, C08F20/10, G03F7/039, G03F7/20, G03F7/32"
PAT16795,2012,"C09D183/07, C09D183/04, G03F7/004, G03F7/09, G03F7/16"
PAT16796,2013,G03F7/20
PAT16797,2012,"G02B5/09, G21K1/06, G03F7/20"
PAT16798,2014,G03F7/20
PAT16799,2013,"H01L21/336, H01L21/28"
PAT16800,2015,H01L23/544
PAT16801,2013,G03F7/20
PAT16802,2015,"H01L45/00, H01L27/24"
PAT16803,2010,"G03F7/00, B25B11/00, B82Y10/00, B82Y40/00, H01L21/683"
PAT16804,2014,"G03F7/20, G03F07/39, H01L21/027, G03F07/38, G03F07/20, G03F07/32, G03F07/40, G03F07/30, H01L21/02"
PAT16805,2015,"G03F7/38, G03F7/038, G03F7/40, G03F7/42"
PAT16806,2016,"H01L21/469, G03F7/20"
PAT16807,2014,"G21K1/06, B82Y10/00, C23C28/00, G03F1/24, G03F7/20, H05G2/00"
PAT16808,2015,"H01L21/311, H01L21/02, H01L21/033, H01L21/306, H01L21/3213"
PAT16809,2015,"H01L21/56, H01L21/683, H01L23/00, H01L23/31, H01L23/482"
PAT16810,2016,"H01L21/00, H01L21/768, H01L21/04, H01L21/027, H01L21/683"
PAT16811,2014,"G06F3/041, G03F7/00, C09C1/42, C09C1/28, C09C1/40, C09C1/02, C09C1/36, C09C1/00, C09C3/06"
PAT16812,2014,"G01B15/04, G01B15/00, G01N23/225, H01J37/28, H01J37/30, H01L21/66"
PAT16813,2015,"H01J40/06, H01J43/04, H01J9/12, H01L31/101, H01L31/18"
PAT16814,2016,G03F7/20
PAT16815,2011,H01L21/027
PAT16816,2014,H05G2/00
PAT16817,2015,"G03F7/004, G03F7/075, G03F7/11, G03F7/26, G03F7/32, G03F7/42"
PAT16818,2016,"C08F220/18, C08L53/00, C09D133/12, G03F7/11, G03F7/16, G03F7/20, G03F7/40, H01L21/027"
PAT16819,2015,"C23C16/06, G03F1/22, G03F1/38"
PAT16820,2013,G03F7/20
PAT16821,2013,G03F7/20
PAT16822,2016,G03F7/20
PAT16823,2013,"G03F7/20, G02B3/00, G02B19/00, G02B26/10"
PAT16824,2014,"G03F7/20, G01B11/03, G01P3/68, H05G2/00"
PAT16825,2015,"H01L33/46, H01L33/36"
PAT16826,2012,"H01L21/027, B29C59/16"
PAT16827,2015,"G03F7/11, G03F7/20, H01L21/027"
PAT16828,2014,"G03F7/11, G03F7/26, H01L21/027"
PAT16829,2015,"H01L21/027, B29C59/02, H01L21/677"
PAT16830,2013,"G03F7/20, H01S3/00, H05G2/00"
PAT16831,2013,"G03F7/20, H01L21/68"
PAT16832,2014,"C08J5/18, C08F293/00, H01L21/027"
PAT16833,2013,"G03F7/20, G02B5/08, G02B5/10, G02B19/00"
PAT16834,2015,"G03F7/20, G03F07/20"
PAT16835,2015,"G03F7/20, G02B27/10"
PAT16836,2016,"G03F7/20, G01B11/26"
PAT16837,2016,"H01L31/0352, H01L31/18, H01L31/0687, H01L21/265, H01L21/266"
PAT16838,2010,"G03F1/64, B65D85/86, H01L21/027"
PAT16839,2010,"H01L21/027, B65D85/86, G03F1/64"
PAT16840,2012,"G03F9/00, G03F7/20"
PAT16841,2015,"G01M11/02, G03F7/20"
PAT16842,2015,"G03F1/24, G03F1/22, G03F7/20"
PAT16843,2015,"G03F7/20, G03F7/004, G03F7/095, G03F7/32, H01L21/027"
PAT16844,2015,"G03F7/20, F16H21/44, H02N1/00, H02N2/02, H10N30/20, H10N30/50"
PAT16845,2015,"G03F7/20, G02B5/09, G02B27/09"
PAT16846,2015,"G03F7/20, G03F9/00"
PAT16847,2016,"G03B27/52, G03F7/20, H01L21/67"
PAT16848,2017,G03F7/20
PAT16849,2010,"G03B27/52, G03F7/20"
PAT16850,2016,"H01L21/311, H01L21/033"
PAT16851,2015,"H01L21/44, H01L21/033, H01L21/306, H01L21/308, H01L21/311, H01L21/768"
PAT16852,2014,"G03F7/00, B82Y40/00, C09D153/00"
PAT16853,2013,H01L21/331
PAT16854,2014,"H01L21/027, B29C59/02, C08F2/48, C09K3/00, C07C311/17"
PAT16855,2014,"G03F7/20, H01S3/225, H01S3/104, H01S3/0975"
PAT16856,2014,"G03F9/00, G01B11/03, G01B11/24, G03F1/40"
PAT16857,2011,"H01L27/12, H01L21/762"
PAT16858,2011,"A61N5/06, B82Y10/00, G03F7/20, H05G2/00"
PAT16859,2005,"G02B17/00, G03F7/20, H01L21/027"
PAT16860,2004,"G03F7/20, B05C11/00, G03B27/42, G03B27/52, H01L21/00, H01L21/027"
PAT16861,2013,"G03F7/11, H01L21/027"
PAT16862,2013,"G03F7/11, C07F7/18, C08G77/28, H01L21/027"
PAT16863,2015,"G03F1/60, C03C15/02, C03C17/34, G03F1/24, G03F1/84"
PAT16864,2013,"H01L21/027, G03F9/00, H01L21/68"
PAT16865,2014,"H01L21/027, G03F7/20"
PAT16866,2013,G03F7/20
PAT16867,2015,"G03F7/20, G01M11/02"
PAT16868,2013,G03F7/20
PAT16869,2011,"G03F7/004, G03F7/039, H01L21/027"
PAT16870,2015,"B64G1/44, C23C16/30, H01L31/041, H01L31/0725, H01L31/0735, H01L31/18"
PAT16871,2015,"H01L21/4763, G02B6/12, G02B6/122, G02B6/13, H01L21/66, H01L21/768, H01L23/522, H01L23/532"
PAT16872,2015,"G03F1/62, G03F1/64"
