ID,Time,IPC∑÷¿‡
PAT44225,2002,"H01L21/302, H01L21/461, B24B37/00, H01L21/304, H01L21/3105, H01L21/3205, H01L21/321, H01L21/768, H01L21/8247, H10B12/00"
PAT44226,2003,"H01J37/00, H01J37/06, H01L21/00, H01L21/30, H01J37/18"
PAT44227,2002,"G01J1/00, G01N23/227, G03F7/20, G21K1/00, G21K5/00, G21K5/02, G21K5/08, H01L21/027, H05G1/00, H05G2/00"
PAT44228,2002,"H01L27/108, G11C16/04, H01L21/8247, H10B12/00, H10B69/00"
PAT44229,2001,"G03B27/52, G03B27/42, G03F7/20, H01L21/027"
PAT44230,2000,"G03B27/42, G03B27/52, G03B27/54, C03C17/06, C03C17/22, C03C17/34, C03C17/36, G02B1/10, G02B5/08, G02B5/26, G02B5/28, G03F7/20, G21K1/06, H01L21/027"
PAT44231,2002,"G03B27/54, G03B27/42, G02B5/26, G02B5/28, G03F1/24, G03F7/20, G21K5/04, H01L21/027, H05G2/00"
PAT44232,1999,"G01B9/02, G02F1/37, G03F7/20, G03F9/00, H01L21/027, H01S3/109, H01S3/137"
PAT44233,1999,"H01L27/118, H01L21/82, H01L21/8238, H01L27/092"
PAT44234,1997,"H01B1/20, C03C8/14, C08K3/40, C08K5/00, G03F7/004, G03F7/027, H01J9/02, C08F2/48, C08K3/00, C08K3/08, C08K3/20, C08L101/12, G03F7/028, H01J11/22, H01J11/34, H01J17/04, H05K3/12"
PAT44235,2002,"H05G2/00, G21K1/00, G03F7/20, G21K5/08, H05H1/24"
PAT44236,1997,"H01L21/336, H01L21/31, H01L29/786, H01L21/335, H01L29/775"
PAT44237,1992,"G03F7/20, G03F1/14, G03F1/00, G03F1/36"
PAT44238,1998,"G03F7/20, F16F9/43, F16F15/023, F16F15/027, H01L21/027"
PAT44239,1999,"G03F7/20, H01L21/027"
PAT44240,1999,"C03C3/06, C03C23/00, H01L21/027, C03B20/00, G03F1/60"
PAT44241,1998,"H01L21/82, H01L21/8242, H01L21/31, H01L21/28, H01L27/108, H01L21/336, H01L21/60, H10B12/00"
PAT44242,1997,"H01L23/12, H01L23/538, H01L23/28, H01L23/043, G06K19/07, H01L23/13, H01L23/31, H01L23/498, H05K3/24"
PAT44243,2002,"B41C1/10, G03F7/004, B41M5/36, B41N1/14, G03F7/00"
PAT44244,1995,"G03B27/32, G03C9/08, G03F5/22, H04N1/23"
PAT44245,1999,"B41N1/04, G03F7/004, G03F7/36, G03F7/38, B41C1/10, B41N1/00, B41N1/14"
PAT44246,2001,"H01L21/27, H01L21/027, G03F1/00, G03F1/36, G03F7/20"
PAT44247,2003,"G03F9/00, G03F1/48, G03F1/54, G03F1/60, G03F1/62, H01L21/027"
PAT44248,2003,"G03F9/00, G03F1/24, G03F1/84"
PAT44249,2002,"G03F7/16, G03F7/11, G03F7/36, B41C1/10, G03F1/00"
PAT44250,2003,"G03F7/30, B41C1/10"
PAT44251,2002,"G03F7/36, B44C1/22, H01L21/302, G03F7/075, G03F7/09, G03F7/26"
PAT44252,2001,"G21K5/10, H01J37/08, G03F1/78, H01J37/04, G03F7/20, H01J37/304, H01J37/305, H01J37/317, H01L21/027"
PAT44253,2000,"G03B27/42, G03B27/52, G03B27/58, G03B27/60, G03F7/20, H01L21/027, H01L21/68, G03F1/14"
PAT44254,2001,"G03B27/42, G03B27/54, G03B27/72, G01B21/22, G03F7/20, G03F9/00, H01L21/027, G01B21/00"
PAT44255,2001,"G03F7/20, G01T1/20, G01T1/28, G21K5/00, G21K5/02, H01L21/027"
PAT44256,2002,"G06F17/50, G03F9/00, G03F7/20, G03C5/00, G03F, G03F1/30, G03F1/36, H01L21/027"
PAT44257,1995,"G03F7/32, G03F7/00, G03F7/11"
PAT44258,1997,"G03F7/07, B41N3/08, G03F7/00"
PAT44259,1997,"G03F7/07, B41N3/08, G03F7/00, G03F7/32, G03F7/40"
PAT44260,2002,"G01R31/26, H01L23/544"
PAT44261,2001,"G02B1/00, C03B8/04, C03B20/00, G02B13/14, G03F7/20, H01L21/027"
PAT44262,2002,"G02B5/20, G02B11/00, G03F1/00, G03C5/00, C01F11/22, C30B29/12, C30B33/02, G02B1/02, G03F7/20"
PAT44263,2001,G03F7/20
PAT44264,2003,"G03F7/20, G01B11/00, G01D5/38, G02B5/18, G03F9/00, H01L21/027"
PAT44265,2002,"G03F7/40, G03F7/36, H01L21/033, H01L21/308, H01L21/311, H01L21/314"
PAT44266,2003,"H01L21/76, H01L21/336, H01L29/40, H01L29/76, H01L29/78"
PAT44267,2002,"H05B33/02, H01L27/32, H01L51/56"
PAT44268,1995,"G03F7/20, G03F1/00"
PAT44269,1999,"B41M5/26, B41C1/10, C08J3/07, C08J3/12, G03F1/00, B41M5/36, B41N1/14, G03F7/004, G03F7/00, G03F7/11"
PAT44270,1997,"H01L21/8232, H01L21/336, H01L21/8238, H01L21/8234, H01L27/088, H01L27/092, H01L29/08, H01L29/423, H01L29/78"
PAT44271,1999,"B41C1/10, B41M5/36, G03F7/022, G03F7/039, G03F7/00, G03F7/004, G03F7/023"
PAT44272,1999,"C07D493/22, C07C69/753, C07D493/08, C07D495/08, C07D495/22, C08F224/00, C08F228/06, C08F232/08, C07C61/13, C07D519/00, C08F2/06, C08F4/04, C08F4/34, C08F222/06, C08F222/40, C08F232/00, C08F234/00, C08K5/00, C08L35/00, C08L45/00, G03F7/004, G03F7/039, H01L21/027"
PAT44273,1999,"C07C43/303, C08F16/38, C07C47/277, H01L21/027, C08F16/20, C08F22/06, C08F32/00, C08F116/38, C08F216/38, C08F220/26, C08K5/00, C08L, G03F7/00, G03F7/004, G03F7/027, G03F7/033, G03F7/038, G03F7/039, H01L"
PAT44274,2002,H01L21/28
PAT44275,2000,"B08B7/04, H01L21/673"
PAT44276,2001,"G03F9/00, G03F7/20"
PAT44277,2002,"H01L21/31, G03F7/016, C09B29/00, C09B29/01, C09B29/26, C09B45/18, C09B45/20, C09B45/22, G03F7/00, H01L21/027"
PAT44278,2002,"G03F7/604, B41C1/10, B41M5/36, G03F7/00, G03F7/021, G03F7/023, G03F7/038, G03F7/039"
PAT44279,2001,"G03F7/00, B41N3/03"
PAT44280,2001,"G03F7/00, H01L21/00, H01L21/28"
PAT44281,2002,"H01L21/4763, H01L21/60"
PAT44282,2002,"H01L21/302, G03F7/00, H01L21/60, H01L21/768, H01L23/525, H01L23/532"
PAT44283,2001,"H01L21/302, G03F7/40, H01L21/027, H01L21/28, H01L21/3065, H01L21/3213"
PAT44284,2001,"A61N5/00, G21G5/00, G21K5/10, G03F7/20, G03F9/00, H01L21/027, H01L21/68, H01L21/683"
PAT44285,2002,"H02K41/035, G03F7/20, G03F9/00, H01L21/027, H02K41/03"
PAT44286,2002,"G03B27/42, G03B27/54, G03B27/72, G03F7/20"
PAT44287,2000,"G01B11/14, G01B11/28, G03F9/00"
PAT44288,2002,"G02B13/14, G02B17/08, G03F7/20, H01L21/027"
PAT44289,1997,"G03F9/00, G03F7/20"
PAT44290,1992,"G03F1/14, G03F7/20, H01J37/305, G03F1/20, H01L21/027"
PAT44291,1999,"C07F17/02, C08F2/50, G03C1/67, G03F7/029, B41C1/10, B41M7/00, C08F4/00, C08F4/80, C09D4/00, C09D7/12, C09D11/10, C09D163/00, C09D183/04, C09J4/00, C09J11/06, C09J163/00, C09J183/04, G03F7/00"
PAT44292,1997,"G03F1/00, G03F1/32, H01L21/027"
PAT44293,2001,"C30B11/00, C30B29/12, G02B1/02, G03F7/20"
PAT44294,2000,"G21K1/00, G21K5/04, A61N5/10, G01N23/223, G03F7/20, G21K1/02, G21K1/06, G21K5/02, H01L21/027"
PAT44295,2000,"H01L21/027, G03F7/00, G03F1/20, G03F7/20"
PAT44296,2001,"G03F1/14, G03F1/00, G03F7/20"
PAT44297,2000,"B41N3/00, B41N3/06, B41C1/10, B41M5/36, C11D3/06, C11D3/02, C11D3/36, C09D9/04, G03F7/42, C11D1/72, C11D3/18, C11D3/20, C11D3/37, C11D3/43, C11D7/24, C11D7/26, C11D17/00, C11D17/08, G03F7/00"
PAT44298,1994,"H01L21/027, G03F1/16, G03F7/20, C30B33/00, G03F1/22, H01L21/302, H01L21/3065"
PAT44299,1995,"G03F7/30, B01D61/14, B01D71/68, C02F1/44"
PAT44300,1995,"G03F7/32, G03F7/00"
PAT44301,1996,"G03F7/00, B41N1/14, G03F7/004, G03F7/038"
PAT44302,1998,"B41N1/00, G03F7/105, G03F7/20"
PAT44303,2001,"H01L21/00, G05B19/418, H01L21/02"
PAT44304,2000,"G03C5/00, G03F7/42, H01L21/027, H01L21/311, H01L21/3205, H01L21/3213, H01L21/768"
PAT44305,1999,"G03F7/00, G03F7/36, H01L21/00, G03F7/09, H01L21/027, H01L21/314, H01L21/316, H01L21/768"
PAT44306,2002,"G03F7/26, G03F7/16"
PAT44307,2002,"H01L21/8238, H01L21/336, H01L21/28, H01L21/76, H01L21/762, H01L21/8234, H01L27/08, H01L27/088, H01L27/092, H01L29/41, H01L29/423, H01L29/49, H01L29/51, H01L29/78"
PAT44308,2002,"H01L21/306, G03F7/20, G03F7/00, H01L21/027, H01L21/033, H01L21/3065, H01L21/308, H01L21/311"
PAT44309,2001,"H01L21/31, H01L21/469, G02B6/132, G02B6/136, H01L21/311, H01L21/316"
PAT44310,2003,"H01L21/4763, H01L23/48, H01L29/00, H01L21/768"
PAT44311,2001,"H02K41/00, H02K41/02, H01J37/20, H01J37/305, G03F7/20, H01L21/027, H02K7/14, H02K41/03"
PAT44312,2001,"G03B27/52, G03B27/42, G03F7/20, G03F7/22, H01L21/027"
PAT44313,2001,"H05G2/00, G21K1/00, G03F7/20, G21K5/08, H05H1/24"
PAT44314,1995,"H01J35/00, B81B3/00, G02F1/13, G03F7/20, G11C29/00, H01L21/762, H01L21/764, H01L21/98, H01L23/48, H01L23/538, H01L25/065"
PAT44315,2000,"G06F19/00, G05B19/418, H01L21/02, H01L21/00"
PAT44316,1993,"H01L21/8247, H01L27/10, H01L29/788, H01L29/792, G11C11/404, G11C11/4091, G11C11/44, G11C11/56, G11C19/18, H01L29/66, H03K19/08"
PAT44317,1995,"G03F7/022, G03F7/033, G03F7/38, H01L21/027, G03F7/004, G03F7/023, G03F7/039, G03F7/26"
PAT44318,1995,"G03F7/022, G03F7/033, G03F7/26, G03F7/38, H01L21/027, G03F7/004, G03F7/023, G03F7/039"
PAT44319,1997,"G03F7/32, B41C1/10, G03F7/00, G03F7/07"
PAT44320,2002,"H01L21/27, H01L21/027, G03F1/00, G03F7/20"
PAT44321,2000,"G03F1/08, G03F1/20, H01L21/027"
PAT44322,1996,"H01L27/115, H01L21/8247, H01L29/423, H01L29/788, H01L29/792, H10B69/00"
PAT44323,2000,"B41N3/00, B41C1/10, B41M5/36, B41N3/06, B41F35/02, B41C1/055, C11D3/20, C11D7/26, C11D7/32, C11D7/50, C11D11/00, G03F7/00, G03F7/42"
PAT44324,2000,"G03F1/00, H01L21/027"
PAT44325,2000,"C07C43/305, C08F32/00, C07B61/00, C07C41/56, C08F2/06, C08F4/04, C08F4/34, C08F222/06, C08F232/00, C08F234/00, C08K5/00, C08K5/04, C08L45/00, G03F7/004, G03F7/039, H01L21/027"
PAT44326,1996,"G03F1/00, G01B11/24, G03F1/26, G03F1/32, G03F1/36, G03F1/44, G03F1/68, G03F1/84, G03F7/20, H01L21/027"
PAT44327,2001,"C23C14/34, C23F1/00, G03F1/74, H01J27/26, H01J37/08, H01J37/305, H01J37/317, H01L21/302"
PAT44328,2002,"G03F9/00, G03F1/00, G03F1/36"
PAT44329,2000,"G03C1/73, G03F7/038, H01L21/027, G03F7/004, G03F7/039, G03F7/075, G03F7/20"
PAT44330,2002,"G03F7/033, G03F7/021, G03F7/012, G03F7/038, G03F7/32, C08F220/28, C08F290/06, G03F7/00, G03F7/004, G03F7/023"
PAT44331,2002,"H01L21/00, G03F7/20, H01J37/317, H01L21/027"
PAT44332,2001,"H01L21/00, G02F1/01"
PAT44333,2002,"H01L21/336, H01L21/8238, C25D11/04, H01L21/20, H01L29/06, H01L29/12"
PAT44334,1999,"H02K41/00, G03B27/42, H01J37/305, G03F7/20, H01L21/027, H01L21/68, H02K33/18, H02K41/02, H02K41/035, H02N15/00"
PAT44335,1999,"H04N7/18, G06K9/00, G01R31/02, G01R1/073, G01R3/00, G01B11/00, G01R31/28, G01R35/00, H01L21/66"
PAT44336,2000,"G03B27/52, G03B27/42, G03F1/64, G03F7/20"
PAT44337,2001,"G03B27/42, G03B27/58, G03B27/32, G01B11/00, G03F7/20, G03F9/00, H01L21/027"
PAT44338,2001,"G03B27/72, G03B27/68, G03B27/42, G03B27/52, G03F7/20, H01L21/027, G01B11/00"
PAT44339,2001,"G01B9/02, G01B11/00, G01B11/24, G01B11/26, G01B11/30, G03F7/20, G03F9/00, H01L21/027"
PAT44340,2001,"H01J35/08, H05G2/00"
PAT44341,1994,"G02B5/20, C09B69/00, G03F7/022"
PAT44342,2001,"C25D7/12, G03F7/40, C25D5/02"
PAT44343,2001,"C03C3/06, C03B20/00, G02B1/00, G03F7/20, H01L21/027"
PAT44344,2002,H01L21/28
PAT44345,1998,"G03F7/023, C08G8/00, C08G8/20, C08G8/38"
PAT44346,2001,"G01R1/073, G01R3/00, G01R1/06, G01R1/067, H05K3/24, H05K3/40"
PAT44347,1995,"H01L21/768, H01L23/52, H05K3/46, G03F7/075, C23C14/20, G03F7/26, H01L21/48, H05K3/00, H05K3/02, H05K3/04, H05K3/10, H05K3/18, H05K3/38"
PAT44348,2000,"B41C1/10, C09D7/12, B41M5/36, B41N1/14, C08K5/00, G03F7/004, C08K5/057, C08K5/098, G03F7/00, G03F7/023, G03F7/032"
PAT44349,2002,"G03F7/11, G03F7/30, B41C1/10, G03F7/00, G03F7/004"
PAT44350,2001,"H01L21/308, G03F7/20, G03F9/00, H01J37/304, H01J37/305, H01L21/027, H01L23/544"
PAT44351,2002,"H01L27/14, H01L31/00, G03F1/22, G03F1/24"
PAT44352,2002,"G03B27/52, G03B27/42, G03B27/54, G03F7/20, H01L21/027"
PAT44353,2000,"G02D13/00, G02B17/08, G03F7/20"
PAT44354,1997,G03F7/30
PAT44355,2001,"G03F7/11, G02B1/10, G02B1/11, H01L21/027, C23C16/30, C23C16/32, G02B1/115, G02B1/14, G03F7/09, H01L21/311, H01L21/312, H01L21/316, H01L23/532"
PAT44356,2001,"G03F7/40, G03F7/022, G03F7/039, G03F7/42, H01L21/027, H01L21/3065, G11B5/127, H01L21/033, H01L21/302, H01L21/4763"
PAT44357,1995,"G03F7/004, G03F7/00, G03F7/022, G03F7/039"
PAT44358,1997,"G03F7/11, G03F7/004, H01L21/027, C08F20/00, C08F20/10, C09D5/00, C09D133/04, H01L21/02"
PAT44359,1995,"G03F7/07, G03C8/06, G03C8/28, G03C8/36"
PAT44360,1994,"G03F1/08, G03F9/00, H01L21/027, G03F1/68, G03F1/80"
PAT44361,2002,"B01D67/00, B01D69/06, G03F7/00, G03F7/36, B01D39/16, B01D69/02, B01D71/02"
PAT44362,2002,G03F1/00
PAT44363,2002,"H01L21/027, G03F7/20"
PAT44364,2002,"H01L21/60, H01L21/3213, H01L21/822, H01L23/12, H01L23/31, H01L23/485, H01L23/525, H01L23/528, H01L27/04"
PAT44365,2003,H01L29/786
PAT44366,1999,G03F7/20
PAT44367,1999,"C03C3/06, C03C23/00, H01L21/027, C03B20/00, G03F1/60"
PAT44368,1996,"G03F1/00, G03F1/36, G03F1/72, G03F7/20, H01L21/027"
PAT44369,2000,"B82B3/00, B41M5/00, G03F7/00, B82B"
PAT44370,2001,"B41N1/08, C11D9/22, B41N3/00, C11D3/02, C11D3/06, C11D7/24, C11D7/26, C11D17/00, G03F7/42"
PAT44371,2001,"G03F9/00, G03F1/00, G03F7/20, H01L21/027"
PAT44372,2001,"G03F9/00, G03F7/20, G03F7/38, G03F7/40, G03F7/038, G03F1/46, G03F1/68, G03F7/039, G03F7/09, G03F7/11, G03F7/16, H01L21/027"
PAT44373,2001,"G03F9/00, G06F17/50, G03F1/00, G03F1/36"
PAT44374,2002,"G03F7/004, G03F7/30, C08F20/10, G03F7/039, H01L21/027"
PAT44375,2002,"G03F7/26, B41C1/10, B41F7/02, B41F7/24, B41M1/06, B41N3/08, G03F7/00, G03F7/30, G03F7/32"
PAT44376,2002,"G03F7/26, H01L21/425, G03F7/00, H01L21/8238"
PAT44377,2002,"H01L21/31, G03F7/033, G03F7/11, G03F7/38, H01L21/027, H01L21/312"
PAT44378,2002,"G21G5/00, G03F7/20"
PAT44379,2001,"G03B27/42, G01B11/00, G01B17/00, G01B17/02, G03F7/20, G03F7/22, G03F9/00, H01L21/027"
PAT44380,2002,"G03B27/54, G03B27/42, G03B27/72, G02B13/18, G02B13/24, G02B17/00, G02B17/06, G02B19/00, G02B27/00, G02B27/09, G03F7/20, G03F7/22, H01L21/027"
PAT44381,2001,"G06F17/50, G03F7/20, H01L21/66"
PAT44382,1995,"G03F7/115, B41M1/06, G03F5/00, G03F7/00, G03F7/022, G03F7/039"
PAT44383,1995,"G03F7/00, G03F7/115"
PAT44384,2001,"H01L21/314, G03F7/11, G03F7/09, G03F7/40, H01L21/027, H01L21/28, H01L21/318, H01L21/336, H01L29/78"
PAT44385,2000,"H01L27/146, H01L21/8238"
PAT44386,2000,"B41C1/10, B41M5/36, G03F7/09, B41N1/08, B41N1/14, G03F7/00"
PAT44387,1998,"H05G2/00, G03F7/20, G21K5/02, H01J35/00, H01L21/027, H05H1/24"
PAT44388,1999,"B41N3/03, G03F7/09, C25D11/04, C25D11/16, C25D11/18, C25D11/20, G03F7/00"
PAT44389,1999,"B41M5/26, B41C1/10, C08J3/07, C08J3/12, G03F1/00, B41M5/36, B41N1/14, G03F7/004, G03F7/00, G03F7/11"
PAT44390,1996,"H01L21/27, H01L21/027, G02B26/06, G02B27/48, G03F7/20"
PAT44391,1998,"B41N3/06, G03F7/06"
PAT44392,2003,"G03D5/00, G03F7/20, H01L21/027, H01L21/677"
PAT44393,2002,"B29D11/00, C30B29/12, C30B11/00, G02B1/02, G03F7/20"
PAT44394,2001,"G03F7/004, G03F7/023, G03F7/027, B41C1/10"
PAT44395,2000,"G03F7/004, B41C1/10, B41N1/14, G03F7/00, G03F7/038, G03F7/11"
PAT44396,2001,"G03F7/24, G03F7/16, G03F7/38, G03C7/18, B41C1/10, B41J2/01, B41J3/407, B41N3/00"
PAT44397,2002,"H01L21/31, G03F7/004, G03F7/085, G03F7/16, H01L21/312, H01L21/768"
PAT44398,2002,"H01L21/00, G03F1/00, G03F1/36, G03F7/20"
PAT44399,2002,"B41C1/05, B23K26/06, B23K26/08, G02B26/08, G02F1/01, G03F7/20"
PAT44400,2002,"H01L27/112, H10N80/00, H01L21/285, H01L21/60, H01L21/768, H01L27/10, H01L27/24"
PAT44401,2002,"G03B27/42, G03B27/52, G03B5/08, G21K5/00, G03F7/20"
PAT44402,2002,"G03B27/72, G03B27/42, G01M11/02, G03F7/20, H01L21/027"
PAT44403,2002,"G03B27/32, G03B27/42, G06F19/00, G05B13/02, G06K9/62, G03F7/22, G06F17/10, G06N3/00, H01L21/027"
PAT44404,2002,"G03B27/32, G03B27/72, G03C5/00, G03B27/42, G03F7/20"
PAT44405,2002,"G01B9/02, G01B11/24, G01B11/30, G03F7/20"
PAT44406,2002,"G21K5/00, G03F7/20"
PAT44407,2000,"H01J9/20, H01L21/20, C23C16/01, C23C16/02, C23C16/27, G03F1/20"
PAT44408,2002,"H01L21/027, C23C14/00, C23C14/06, C23C14/32, C23C14/34, C23C14/46, G03F1/54, G03F1/58, G03F1/68"
PAT44409,2003,H01L21/027
PAT44410,2002,"H01L21/66, G01B11/02, G03F7/20"
PAT44411,2001,"H01L31/09, C30B13/00, C30B21/04, C30B28/08"
PAT44412,2000,"G03F7/20, G01B17/02, G01B11/02, H01L21/027"
PAT44413,2002,"H01L21/66, H01L21/308, G03F1/00, G03F7/20"
PAT44414,2000,"B41C1/10, G03F7/115, G03F7/00"
PAT44415,2001,"B41N1/14, B41C1/10, B41M5/36, G03F7/11, B41N1/08, G03F7/00"
PAT44416,1999,"B41C1/10, B41M5/36, G03F7/004, B41N1/14, G03F7/00, G03F7/039, G03F7/32, G03F7/38"
PAT44417,2001,"G03F7/00, H01L21/027, B81C5/00, B81C99/00, H01L21/02"
PAT44418,1999,"C07F17/02, C08F2/50, G03C1/67, G03F7/029, B41C1/10, B41M7/00, C08F4/00, C08F4/80, C09D4/00, C09D7/12, C09D11/10, C09D163/00, C09D183/04, C09J4/00, C09J11/06, C09J163/00, C09J183/04, G03F7/00"
PAT44419,1998,"G02B7/00, G02B7/02, G03F7/20, H01S3/034"
PAT44420,2001,"G03F9/00, G03F1/00, G03F1/24, G03F7/20"
PAT44421,2002,"G03F9/00, G03F1/00, G03F7/20, G03F7/26, G03F7/38"
PAT44422,2001,"G03C1/76, G03F7/00, B41M5/00, H01L21/027, B29C35/08, B29C37/00, G03F9/00"
PAT44423,2002,"G03F7/26, H01L21/302, G03C5/00, H01L21/027, H01L21/311, H01L21/461"
PAT44424,2002,"H01L21/8242, H01L21/4763, H10B12/00, G11C7/00, H10B99/00"
PAT44425,2001,"G06F17/50, G03C5/00, G03F1/30"
PAT44426,2001,"G03F7/022, C08F8/00, C08F8/14, C08F222/06, C08F232/00, C08F232/04, C08F232/08, C08K5/00, C08L35/00, G03F7/039, G03F7/26, G03F7/38, H01L21/027"
PAT44427,1996,"G11C11/14, G11C11/15, G11C11/16, H01L43/08, H01L43/12, H10B20/00"
PAT44428,2001,"H01L21/27, H01L21/027, C01B31/02, G03F7/20, H01J3/02, H01J9/02, H01J37/305"
PAT44429,1995,"H01L21/033, H01L21/321, G03F7/00, G03F1/08, G03F7/004, G03F7/26, G03F7/36, G03F7/38, G03F7/40, H01L21/027, H01L21/302, H01L21/3065, H01L21/308, H01L21/3105, H01L21/3213"
PAT44430,1996,"H01L21/27, G03F7/26, H01L21/027, G02B1/11, G03F7/09, G03F7/40, H01L21/28, H01L21/302, H01L21/306, H01L21/3065, H01L21/3213"
PAT44431,1996,"H01L27/115, H01L21/8247, H01L29/423, H01L29/788, H01L29/792, H10B69/00"
PAT44432,1999,"G03F7/00, B41C1/10, G03G13/28, B41C1/055, B41M5/36, B41M5/40, B41M5/42, B41M5/44, B41M5/46, B41N1/00, B41N1/14"
PAT44433,2001,"B41C1/10, B41N1/14, G03F1/00, G03F7/20, G03F7/38, G05B19/042, G08B25/06, G08B29/16"
PAT44434,2002,"G03F9/00, G03B27/00, G03F1/00, G03F1/14"
PAT44435,2002,"G03C8/28, G03C11/22, G03F7/16, G03F7/07, G03C1/74"
PAT44436,2001,"G03F7/00, B41C1/10, G03F7/09, B41N3/03, G03F7/004, G03F7/032"
PAT44437,2000,"G03F7/00, H05K3/12, G03F7/004, G03F7/11, G03F7/20, H01L21/027"
PAT44438,2002,"H01L21/336, H01L29/06, H01L29/10, H01L29/40, H01L29/423, H01L29/78"
PAT44439,2001,"G06F17/50, G03F7/20"
PAT44440,1995,"B41N3/03, B41N3/04, G03F7/00, B41N3/00"
PAT44441,1999,"G03F7/027, G03C9/08, G03F7/004, C08F2/54, G03F7/00, G03F7/038"
PAT44442,1997,H01L21/336
PAT44443,2000,"H01L35/34, G01K7/02, H01L35/00, H10N10/01"
PAT44444,1994,"G01B11/00, G03F7/20, G03F7/22, G03F9/00, H01L21/027, H01L21/30"
PAT44445,1999,"B41C1/10, G03F7/09, B41N1/14, G03F7/00"
PAT44446,2001,"G02F1/1335, G02B5/10, G02B7/185, G02B26/08, G03F7/20, G03F7/22, H01L21/027"
PAT44447,2003,"G03F9/00, G01B11/00, G03F7/20, H01L21/027"
PAT44448,2002,H01L21/027
PAT44449,2002,"H01L21/027, H01L21/033, H01L21/311, H01L21/3213"
PAT44450,2002,"H01L21/208, C23C18/54, H01L21/288, H01L21/768"
PAT44451,2001,"H01L21/3205, H01L21/336, H01L29/78, H01L29/786"
PAT44452,1996,"H01L27/108, H10B12/00"
PAT44453,2001,"G03P9/00, C03B8/04, C03B19/14, C03B23/043, C03B23/045, C03B23/047, C03B23/049, C03B23/051, C03B23/07, C03C3/06, C03C3/112, C03C4/00, G03F1/00, H01L21/027"
PAT44454,2001,"G03F9/00, G03C5/00, G03F7/20, H01L21/027, H01L21/66"
PAT44455,2002,"G03F9/00, G03C5/00, G03F7/20, G03F1/36, G03F1/68, H01J37/302, H01L21/027"
PAT44456,2001,"G03F7/029, G03F7/031, G03F7/11"
PAT44457,2001,"G03C1/73, G03C1/76, G03F7/038, C08F2/44, C08F2/50, C08F290/12, G03F7/00, G03F7/004, G03F7/021, G03F7/027, G03F7/032, G03F7/32"
PAT44458,2002,"G03F7/40, C08F8/42, C08F12/22, C08F257/02, C08L51/00, C08L51/08, G03F7/038, G03F7/039, G03F7/075, H01L21/027, H01L21/302, H01L21/3065"
PAT44459,2002,"G01N21/86, G03F7/20, G03F9/00, H01L21/027"
PAT44460,1995,"G03F7/004, G03F7/00, G03F7/30"
PAT44461,1998,"H05K3/06, G03F7/38, H05K3/00, H05K3/46, G03F7/16, G03F7/26, H05K3/26"
PAT44462,1995,"B41N1/14, B41C1/055, G03F7/00"
PAT44463,1995,"B41N1/14, B41C1/055, G03F7/00"
PAT44464,2001,"H01L21/28, H01L23/522, H01L21/768, H01L27/10, H10B12/00"
PAT44465,1998,"B41N3/03, G03F7/039, B41N1/12, B41N1/14, G03F7/00, G03F7/004, G03F7/09, G03F7/11"
PAT44466,1999,"B41C1/10, G03F7/004, B41C1/055, B41N1/14, B41N3/03, G03F7/00, G03F7/11"
PAT44467,1999,"B41C1/10, G03F7/004, B41C1/055, B41N1/14, G03F7/00, G03F7/11"
PAT44468,1999,"B41C1/10, G03F7/004, B41C1/055, B41N1/14, G03F7/00, G03F7/11"
PAT44469,1998,"H01L21/336, H01L21/00, H01L29/78, G06F17/50"
PAT44470,2000,"G03F7/36, B41C1/055, B41N1/14, G03F7/00, G03F7/11, B41C1/10, G03F7/20"
PAT44471,2000,"H01L21/027, G03F7/20, H01J37/065, H01J37/305"
PAT44472,2000,"H01L21/027, G03F7/20, H01J37/06, H01J37/305, H01J37/065"
PAT44473,1997,H01L21/302
PAT44474,2002,"B41N1/08, B41N1/14, G03F7/004, B41C1/10, G03F7/00"
PAT44475,2001,"B05D3/02, C09D183/02, C09D183/04, H01L21/312, H01L21/316, H01L23/532"
PAT44476,2001,"G03F9/00, G03F1/00, G03F7/20"
PAT44477,2002,"G03F9/00, G03C5/00, G03F1/00, G03F1/38, G03F1/46, G03F1/54, H01L21/027"
PAT44478,2002,"G03F9/00, G03F1/00, G03F1/26, G03F1/30, G03F7/20"
PAT44479,2001,"G03F7/004, C08F214/18, C08F20/24, G03F7/039, H01L21/027"
PAT44480,2001,"G03F7/09, B41C1/10"
PAT44481,2001,"G03C7/30, G03F7/027, G03F7/029, G03F7/032, G03F7/033, G03F7/035, G03F7/32"
PAT44482,2001,"G03F7/11, G03F7/004, B41C1/055, B41C1/10, B41N1/14, G03F7/00, G03F7/035, G03F7/075"
PAT44483,2002,"H01L21/00, H01L29/15, G02F1/1343, H01L21/336, G02F1/1368, H01L21/77, H01L21/84, H01L27/12, H01L29/786"
PAT44484,2002,"H01L21/44, H01L21/28, H01L21/02, H01L21/285, H01L21/3105, H01L21/321, H10B12/00, H10B20/00"
PAT44485,2001,"H01L21/4763, H01L21/027, H01L21/314, H01L21/316, H01L21/768"
PAT44486,2001,"H01L21/302, G03F1/00, H01L21/28, H01L21/3213, H01L29/10, H01L29/423"
PAT44487,2001,"H05K5/06, G06F12/14, G06F1/00, G06F21/12, G06F21/14, G06F21/75, G06F21/86, H01L23/58, H05K1/00, H05K1/02, H05K1/09, H05K1/16"
